"","team_name","name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute"
"1","Golden State Warriors","Stephen Curry","12/15/16",2016,3,3,51,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",3,"New York Knicks",25,21,33
"2","Golden State Warriors","Stephen Curry","10/28/16",2016,3,9,14,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",9,26,27
"3","Golden State Warriors","Stephen Curry","11/1/16",2016,2,5,8,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-22,2,19
"4","Golden State Warriors","Stephen Curry","12/1/16",2016,3,5,27,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Houston Rockets",2,7,31
"5","Golden State Warriors","Stephen Curry","4/4/17",2016,3,2,4,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",1,26,34
"6","Golden State Warriors","Stephen Curry","11/19/16",2016,4,5,36,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",2,7,43
"7","Golden State Warriors","Stephen Curry","11/21/16",2016,3,9,51,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",0,"Indiana Pacers",-1,2,27
"8","Golden State Warriors","Stephen Curry","3/29/17",2016,2,1,40,"shot_yes","Cutting Finger Roll Layup Shot","2PT Field Goal",2,"San Antonio Spurs",28,0,23
"9","Golden State Warriors","Stephen Curry","11/25/16",2016,3,10,59,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",13,6,26
"10","Golden State Warriors","Stephen Curry","12/28/16",2016,3,3,54,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Toronto Raptors",-9,8,33
"11","Golden State Warriors","Stephen Curry","3/28/17",2016,4,9,36,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Houston Rockets",-4,-5,39
"12","Golden State Warriors","Stephen Curry","12/11/16",2016,4,3,34,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",14,7,45
"13","Golden State Warriors","Stephen Curry","12/10/16",2016,3,4,12,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-24,-6,32
"14","Golden State Warriors","Stephen Curry","2/27/17",2016,1,9,29,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Philadelphia 76ers",-7,-6,3
"15","Golden State Warriors","Stephen Curry","3/6/17",2016,1,1,40,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Atlanta Hawks",20,7,11
"16","Golden State Warriors","Stephen Curry","3/21/17",2016,1,8,40,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Dallas Mavericks",12,-1,4
"17","Golden State Warriors","Stephen Curry","12/3/16",2016,3,9,14,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Phoenix Suns",0,11,27
"18","Golden State Warriors","Stephen Curry","2/27/17",2016,4,5,51,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",12,7,43
"19","Golden State Warriors","Stephen Curry","12/7/16",2016,1,3,8,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-7,21,9
"20","Golden State Warriors","Stephen Curry","3/16/17",2016,3,5,51,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Orlando Magic",22,18,31
"21","Golden State Warriors","Stephen Curry","1/6/17",2016,1,8,39,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",4,11,4
"22","Golden State Warriors","Stephen Curry","10/28/16",2016,3,3,12,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",17,7,33
"23","Golden State Warriors","Stephen Curry","11/23/16",2016,3,2,55,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",1,11,34
"24","Golden State Warriors","Stephen Curry","2/2/17",2016,4,6,16,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",22,16,42
"25","Golden State Warriors","Stephen Curry","12/17/16",2016,1,3,20,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-1,23,9
"26","Golden State Warriors","Stephen Curry","12/20/16",2016,2,1,36,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Utah Jazz",-1,16,23
"27","Golden State Warriors","Stephen Curry","11/25/16",2016,4,2,31,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",8,-2,46
"28","Golden State Warriors","Stephen Curry","3/26/17",2016,3,8,9,"shot_no","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",9,21,28
"29","Golden State Warriors","Stephen Curry","2/10/17",2016,1,2,41,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",24,7,10
"30","Golden State Warriors","Stephen Curry","1/28/17",2016,1,11,22,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-7,16,1
"31","Golden State Warriors","Stephen Curry","12/25/16",2016,4,4,28,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",1,-5,44
"32","Golden State Warriors","Stephen Curry","11/19/16",2016,3,8,3,"shot_yes","Cutting Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",0,7,28
"33","Golden State Warriors","Stephen Curry","11/23/16",2016,2,2,41,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",10,16,22
"34","Golden State Warriors","Stephen Curry","2/15/17",2016,1,9,28,"shot_yes","Cutting Layup Shot","2PT Field Goal",1,"Sacramento Kings",6,16,3
"35","Golden State Warriors","Stephen Curry","12/7/16",2016,1,7,6,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",25,2,5
"36","Golden State Warriors","Stephen Curry","12/7/16",2016,2,4,38,"shot_yes","Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",6,21,20
"37","Golden State Warriors","Stephen Curry","11/21/16",2016,3,6,46,"shot_yes","Driving Bank shot","2PT Field Goal",11,"Indiana Pacers",-110,36,30
"38","Golden State Warriors","Stephen Curry","1/6/17",2016,4,1,20,"shot_yes","Driving Bank shot","2PT Field Goal",6,"Memphis Grizzlies",-43,46,47
"39","Golden State Warriors","Stephen Curry","11/26/16",2016,1,2,41,"shot_yes","Driving Bank shot","2PT Field Goal",3,"Minnesota Timberwolves",12,31,10
"40","Golden State Warriors","Stephen Curry","2/2/17",2016,1,4,7,"shot_yes","Driving Bank shot","2PT Field Goal",5,"Los Angeles Clippers",-52,18,8
"41","Golden State Warriors","Stephen Curry","11/13/16",2016,2,5,30,"shot_yes","Driving Bank shot","2PT Field Goal",11,"Phoenix Suns",-70,85,19
"42","Golden State Warriors","Stephen Curry","11/9/16",2016,2,8,42,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Dallas Mavericks",10,16,16
"43","Golden State Warriors","Stephen Curry","1/4/17",2016,1,5,53,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-7,26,7
"44","Golden State Warriors","Stephen Curry","11/18/16",2016,2,1,52,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Boston Celtics",-25,7,23
"45","Golden State Warriors","Stephen Curry","11/18/16",2016,4,0,48,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",-9,16,48
"46","Golden State Warriors","Stephen Curry","11/13/16",2016,3,1,6,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Phoenix Suns",-1,21,35
"47","Golden State Warriors","Stephen Curry","3/29/17",2016,3,5,22,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,-5,31
"48","Golden State Warriors","Stephen Curry","1/2/17",2016,1,2,24,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Denver Nuggets",17,11,10
"49","Golden State Warriors","Stephen Curry","2/25/17",2016,4,2,59,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Brooklyn Nets",20,23,46
"50","Golden State Warriors","Stephen Curry","11/16/16",2016,1,7,22,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Toronto Raptors",-29,11,5
"51","Golden State Warriors","Stephen Curry","4/4/17",2016,1,10,16,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",22,26,2
"52","Golden State Warriors","Stephen Curry","2/23/17",2016,3,1,52,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-12,16,35
"53","Golden State Warriors","Stephen Curry","3/29/17",2016,1,1,49,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-2,8,11
"54","Golden State Warriors","Stephen Curry","12/28/16",2016,4,0,13,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Toronto Raptors",0,16,48
"55","Golden State Warriors","Stephen Curry","12/20/16",2016,1,1,0,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",-9,28,11
"56","Golden State Warriors","Stephen Curry","11/26/16",2016,3,2,9,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",0,26,34
"57","Golden State Warriors","Stephen Curry","11/26/16",2016,4,5,3,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",6,16,43
"58","Golden State Warriors","Stephen Curry","12/30/16",2016,1,7,31,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Dallas Mavericks",2,7,5
"59","Golden State Warriors","Stephen Curry","12/20/16",2016,1,1,49,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",2,21,11
"60","Golden State Warriors","Stephen Curry","3/29/17",2016,2,0,49,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-19,2,24
"61","Golden State Warriors","Stephen Curry","11/19/16",2016,4,2,47,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",15,7,46
"62","Golden State Warriors","Stephen Curry","11/18/16",2016,3,7,18,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",9,-5,29
"63","Golden State Warriors","Stephen Curry","2/27/17",2016,3,0,25,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",0,16,36
"64","Golden State Warriors","Stephen Curry","3/31/17",2016,3,3,28,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Houston Rockets",-1,21,33
"65","Golden State Warriors","Stephen Curry","12/11/16",2016,2,0,29,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",24,31,24
"66","Golden State Warriors","Stephen Curry","3/16/17",2016,3,0,54,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Orlando Magic",19,18,36
"67","Golden State Warriors","Stephen Curry","12/8/16",2016,3,7,36,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",22,0,29
"68","Golden State Warriors","Stephen Curry","12/5/16",2016,2,1,10,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Indiana Pacers",0,8,23
"69","Golden State Warriors","Stephen Curry","1/16/17",2016,1,4,57,"shot_no","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",-1,26,8
"70","Golden State Warriors","Stephen Curry","3/31/17",2016,3,9,15,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Houston Rockets",12,7,27
"71","Golden State Warriors","Stephen Curry","11/3/16",2016,1,8,59,"shot_yes","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-4,16,4
"72","Golden State Warriors","Stephen Curry","2/2/17",2016,3,11,6,"shot_yes","Driving Floating Bank Jump Shot","2PT Field Goal",8,"Los Angeles Clippers",76,44,25
"73","Golden State Warriors","Stephen Curry","2/28/17",2016,2,2,28,"shot_yes","Driving Floating Bank Jump Shot","2PT Field Goal",3,"Washington Wizards",30,21,22
"74","Golden State Warriors","Stephen Curry","3/29/17",2016,4,4,43,"shot_no","Driving Floating Bank Jump Shot","2PT Field Goal",10,"San Antonio Spurs",97,31,44
"75","Golden State Warriors","Stephen Curry","11/1/16",2016,2,0,1,"shot_no","Driving Floating Jump Shot","2PT Field Goal",15,"Portland Trail Blazers",-53,149,24
"76","Golden State Warriors","Stephen Curry","2/11/17",2016,4,5,27,"shot_no","Driving Floating Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",25,21,43
"77","Golden State Warriors","Stephen Curry","11/28/16",2016,4,4,6,"shot_no","Driving Floating Jump Shot","2PT Field Goal",10,"Atlanta Hawks",-93,49,44
"78","Golden State Warriors","Stephen Curry","3/2/17",2016,1,6,16,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",3,"Chicago Bulls",4,38,6
"79","Golden State Warriors","Stephen Curry","12/20/16",2016,2,5,29,"shot_no","Driving Floating Jump Shot","2PT Field Goal",11,"Utah Jazz",92,70,19
"80","Golden State Warriors","Stephen Curry","10/25/16",2016,2,4,58,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",7,"San Antonio Spurs",-16,70,20
"81","Golden State Warriors","Stephen Curry","11/1/16",2016,1,6,45,"shot_no","Driving Floating Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",51,134,6
"82","Golden State Warriors","Stephen Curry","12/28/16",2016,1,8,46,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",12,"Toronto Raptors",60,115,4
"83","Golden State Warriors","Stephen Curry","10/30/16",2016,4,10,0,"shot_no","Driving Floating Jump Shot","2PT Field Goal",7,"Phoenix Suns",-16,72,38
"84","Golden State Warriors","Stephen Curry","3/24/17",2016,3,4,34,"shot_no","Driving Floating Jump Shot","2PT Field Goal",5,"Sacramento Kings",6,51,32
"85","Golden State Warriors","Stephen Curry","11/28/16",2016,4,3,29,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",4,"Atlanta Hawks",-4,46,45
"86","Golden State Warriors","Stephen Curry","11/1/16",2016,3,6,19,"shot_no","Driving Floating Jump Shot","2PT Field Goal",6,"Portland Trail Blazers",66,13,30
"87","Golden State Warriors","Stephen Curry","4/4/17",2016,2,2,11,"shot_no","Driving Floating Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",20,57,22
"88","Golden State Warriors","Stephen Curry","12/3/16",2016,3,1,36,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",-7,51,35
"89","Golden State Warriors","Stephen Curry","10/25/16",2016,4,6,46,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",4,"San Antonio Spurs",2,41,42
"90","Golden State Warriors","Stephen Curry","12/28/16",2016,3,1,36,"shot_yes","Driving Floating Jump Shot","2PT Field Goal",10,"Toronto Raptors",-92,51,35
"91","Golden State Warriors","Stephen Curry","11/3/16",2016,1,5,1,"shot_no","Driving Floating Jump Shot","2PT Field Goal",8,"Oklahoma City Thunder",-34,82,7
"92","Golden State Warriors","Stephen Curry","1/6/17",2016,1,10,56,"shot_yes","Driving Hook Shot","2PT Field Goal",4,"Memphis Grizzlies",27,31,2
"93","Golden State Warriors","Stephen Curry","11/7/16",2016,3,1,11,"shot_no","Driving Hook Shot","2PT Field Goal",5,"New Orleans Pelicans",2,57,35
"94","Golden State Warriors","Stephen Curry","1/2/17",2016,2,1,11,"shot_no","Driving Hook Shot","2PT Field Goal",2,"Denver Nuggets",4,26,23
"95","Golden State Warriors","Stephen Curry","11/18/16",2016,1,7,28,"shot_yes","Driving Hook Shot","2PT Field Goal",6,"Boston Celtics",-27,56,5
"96","Golden State Warriors","Stephen Curry","3/5/17",2016,1,1,56,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"New York Knicks",-29,0,11
"97","Golden State Warriors","Stephen Curry","11/4/16",2016,1,9,44,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",1,1,3
"98","Golden State Warriors","Stephen Curry","1/2/17",2016,1,0,53,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Denver Nuggets",1,11,12
"99","Golden State Warriors","Stephen Curry","3/5/17",2016,3,4,38,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-12,3,32
"100","Golden State Warriors","Stephen Curry","11/4/16",2016,1,8,4,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-18,1,4
"101","Golden State Warriors","Stephen Curry","3/28/17",2016,2,3,53,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Houston Rockets",-2,2,21
"102","Golden State Warriors","Stephen Curry","11/16/16",2016,3,8,1,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Toronto Raptors",-19,2,28
"103","Golden State Warriors","Stephen Curry","10/28/16",2016,4,1,47,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"New Orleans Pelicans",4,8,47
"104","Golden State Warriors","Stephen Curry","12/28/16",2016,2,2,43,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Toronto Raptors",-2,2,22
"105","Golden State Warriors","Stephen Curry","2/28/17",2016,3,4,58,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",-6,8,32
"106","Golden State Warriors","Stephen Curry","12/13/16",2016,1,1,8,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,3,11
"107","Golden State Warriors","Stephen Curry","12/13/16",2016,3,10,42,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",12,8,26
"108","Golden State Warriors","Stephen Curry","11/9/16",2016,3,1,23,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",0,28,35
"109","Golden State Warriors","Stephen Curry","11/28/16",2016,4,6,33,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Atlanta Hawks",4,7,42
"110","Golden State Warriors","Stephen Curry","12/23/16",2016,4,3,48,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-1,3,45
"111","Golden State Warriors","Stephen Curry","1/20/17",2016,3,4,10,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",17,11,32
"112","Golden State Warriors","Stephen Curry","12/23/16",2016,2,4,46,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-2,-1,20
"113","Golden State Warriors","Stephen Curry","1/18/17",2016,1,7,8,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-1,26,5
"114","Golden State Warriors","Stephen Curry","3/2/17",2016,1,0,21,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",8,5,12
"115","Golden State Warriors","Stephen Curry","3/26/17",2016,2,1,44,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",2,18,23
"116","Golden State Warriors","Stephen Curry","1/18/17",2016,1,2,51,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-11,26,10
"117","Golden State Warriors","Stephen Curry","2/10/17",2016,3,4,40,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",4,2,32
"118","Golden State Warriors","Stephen Curry","3/2/17",2016,4,7,41,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",-14,2,41
"119","Golden State Warriors","Stephen Curry","2/1/17",2016,3,6,17,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-7,11,30
"120","Golden State Warriors","Stephen Curry","2/11/17",2016,3,6,48,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",28,0,30
"121","Golden State Warriors","Stephen Curry","2/13/17",2016,3,4,42,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Denver Nuggets",-29,-1,32
"122","Golden State Warriors","Stephen Curry","10/30/16",2016,1,4,2,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",19,7,8
"123","Golden State Warriors","Stephen Curry","2/8/17",2016,2,1,20,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",0,21,23
"124","Golden State Warriors","Stephen Curry","12/30/16",2016,1,2,6,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-20,19,10
"125","Golden State Warriors","Stephen Curry","2/28/17",2016,3,1,45,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",15,7,35
"126","Golden State Warriors","Stephen Curry","2/11/17",2016,3,2,5,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,7,34
"127","Golden State Warriors","Stephen Curry","1/22/17",2016,1,0,0,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,8,12
"128","Golden State Warriors","Stephen Curry","10/25/16",2016,3,1,16,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,13,35
"129","Golden State Warriors","Stephen Curry","2/4/17",2016,1,2,7,"shot_yes","Driving Layup Shot","2PT Field Goal",3,"Sacramento Kings",-20,28,10
"130","Golden State Warriors","Stephen Curry","1/8/17",2016,3,1,59,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",24,8,35
"131","Golden State Warriors","Stephen Curry","3/2/17",2016,4,6,46,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",14,3,42
"132","Golden State Warriors","Stephen Curry","3/20/17",2016,1,1,29,"shot_no","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-4,3,11
"133","Golden State Warriors","Stephen Curry","10/25/16",2016,2,3,34,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-1,7,21
"134","Golden State Warriors","Stephen Curry","12/11/16",2016,3,10,22,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",12,7,26
"135","Golden State Warriors","Stephen Curry","12/11/16",2016,1,1,14,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",6,21,11
"136","Golden State Warriors","Stephen Curry","3/18/17",2016,2,0,38,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",1,13,24
"137","Golden State Warriors","Stephen Curry","2/27/17",2016,3,8,3,"shot_no","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",19,2,28
"138","Golden State Warriors","Stephen Curry","12/15/16",2016,2,7,40,"shot_no","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",9,8,17
"139","Golden State Warriors","Stephen Curry","11/13/16",2016,2,2,6,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",0,21,22
"140","Golden State Warriors","Stephen Curry","2/27/17",2016,4,3,42,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-9,16,45
"141","Golden State Warriors","Stephen Curry","2/27/17",2016,2,4,51,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",10,11,20
"142","Golden State Warriors","Stephen Curry","2/4/17",2016,2,1,36,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",28,2,23
"143","Golden State Warriors","Stephen Curry","11/26/16",2016,3,1,48,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,18,35
"144","Golden State Warriors","Stephen Curry","3/2/17",2016,4,1,27,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",9,21,47
"145","Golden State Warriors","Stephen Curry","3/2/17",2016,2,2,38,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",9,3,22
"146","Golden State Warriors","Stephen Curry","1/28/17",2016,3,9,46,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",9,7,27
"147","Golden State Warriors","Stephen Curry","3/29/17",2016,4,2,8,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-6,8,46
"148","Golden State Warriors","Stephen Curry","1/25/17",2016,4,4,48,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-12,3,44
"149","Golden State Warriors","Stephen Curry","1/25/17",2016,1,5,29,"shot_yes","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-14,7,7
"150","Golden State Warriors","Stephen Curry","1/6/17",2016,1,3,33,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",14,23,9
"151","Golden State Warriors","Stephen Curry","12/7/16",2016,1,2,10,"shot_yes","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",20,18,10
"152","Golden State Warriors","Stephen Curry","1/28/17",2016,2,4,40,"shot_no","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",20,16,20
"153","Golden State Warriors","Stephen Curry","3/5/17",2016,3,1,23,"shot_yes","Driving Layup Shot","2PT Field Goal",0,"New York Knicks",-6,3,35
"154","Golden State Warriors","Stephen Curry","10/25/16",2016,3,3,35,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",0,"San Antonio Spurs",8,5,33
"155","Golden State Warriors","Stephen Curry","2/25/17",2016,4,4,45,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",3,"Brooklyn Nets",2,31,44
"156","Golden State Warriors","Stephen Curry","12/3/16",2016,2,0,28,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Phoenix Suns",10,13,24
"157","Golden State Warriors","Stephen Curry","3/18/17",2016,3,5,16,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",-11,7,31
"158","Golden State Warriors","Stephen Curry","12/28/16",2016,4,5,24,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Toronto Raptors",-12,11,43
"159","Golden State Warriors","Stephen Curry","11/3/16",2016,3,2,58,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-9,16,34
"160","Golden State Warriors","Stephen Curry","11/3/16",2016,1,9,54,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-6,11,3
"161","Golden State Warriors","Stephen Curry","1/6/17",2016,1,5,35,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,11,7
"162","Golden State Warriors","Stephen Curry","3/2/17",2016,3,11,22,"shot_no","Driving Reverse Layup Shot","2PT Field Goal",2,"Chicago Bulls",24,11,25
"163","Golden State Warriors","Stephen Curry","1/20/17",2016,1,10,37,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Houston Rockets",15,11,2
"164","Golden State Warriors","Stephen Curry","1/25/17",2016,3,1,45,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",0,"Charlotte Hornets",-7,0,35
"165","Golden State Warriors","Stephen Curry","1/22/17",2016,1,4,18,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",2,"Orlando Magic",28,7,8
"166","Golden State Warriors","Stephen Curry","3/6/17",2016,4,1,59,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Atlanta Hawks",19,2,47
"167","Golden State Warriors","Stephen Curry","3/16/17",2016,3,3,14,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Orlando Magic",-7,13,33
"168","Golden State Warriors","Stephen Curry","1/18/17",2016,4,2,13,"shot_yes","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-2,13,46
